72187 81749 72303 81778
5000
1/1554(4 steps):RRRD
448/3604(35 steps):RURULLLDRRURRDLLLULDLURRRRRDDLLURDR
449/4078(37 steps):URDLLURDRUULLDRRURRDLULLDDRURRULURDDD
450/4696(37 steps):DLURRRDLLURRDDDLULULURRRDLDLDRUULDRDR
451/4561(39 steps):LDRUULDRRULLDRDRDLDLURDRULLDRURDLDRULDR
452/4611(37 steps):DLUURDLLLURRDDRURDRULDLUURDRDLLUURRDD
453/4320(37 steps):URDLLLURDLLURRURDLDRUULDDLURDRURULDRD
454/223(36 steps):RURULDRDLUURDLULLLDRDRRUULLLDRURRRDD
455/4547(37 steps):DLDRUULDRDDLULDRRULLDRUUURDDDLLURURDD
456/3726(35 steps):RDLDRRUULDLDDRUURDLLURDDRUUULLDDRDR
457/740(38 steps):DDLURULDRDDLURDDRRUULLLDRDRURDLULDRURD
458/2692(37 steps):ULLULLDRURDLLURDRRDRRULDLURDRULURDLDR
459/969(38 steps):RDLDLLURDLDRRUUULDRDLDLURULDRDRRULURDD
460/1712(38 steps):LLDDRDDRUULUULDRRDLLURDDRDLULDRRUULDDR
461/1607(38 steps):RDDDLULDRRULLUURULURRDLLDRRDLDRUULDDRD
462/1434(38 steps):LDDRULULDDDRURURDLDRDLLDRUULDDRRULLDRR
463/884(38 steps):ULDDRUUUURULLDRURDLDDLDRRDLLURDRULURDD
464/1632(38 steps):RULLDLURDLDRRRULLUULDRRRDLLDRULDLURDRR
465/1562(36 steps):RRDLDLDRUULURRUURDLLLDDDRDLUURDLDRRR
466/3571(37 steps):DRURDLULDLLURULDDRULURDRRRULDDRULURDD
467/3636(36 steps):ULDDRDLLUURDLDRURULURDDDLLURURULDDRD
468/4782(37 steps):RRRULULLDRRULDRDLURULDLURRRDDLUURDLDR
469/536(38 steps):RURDLLLULULDDRULURRULDRDRRURDDLURULDDR
470/4984(37 steps):DDLDLUUURDDRUULDDLURRDLDLUURDDRUULDRD
471/1085(38 steps):URULLDRURDLLURRDLDDDLURDLDRRUULDRDLURD
472/1711(37 steps):DRURUUULLDRURDLLURDRULLDRRDDDLURULDDR
473/2110(38 steps):RRULDDRURDLUULLDDRUULDLURRDDRURDLULDRR
474/3361(36 steps):URDDLURRDRULLDRRUUULLLDDRDLURULDDRRR
475/2689(36 steps):DLUUURURDLDDLDRRUUUULDDLURRDDLDLURDR
476/2027(35 steps):DRRURDLLDDRRUUULDDDRRUULDDLLUURRDRD
477/3971(36 steps):LLDLLURRDDLLURURRRDDLLULDRUULDRURRDD
478/1664(38 steps):DDDLLURDRRUULURDLLURDLLDRRDLURRUULDRDD
479/2526(38 steps):ULURRDLULDDRURDRURDLLURRRULDDRULLDRURD
480/4596(36 steps):LDRDRRUULLLDRDRRUULLURDLDDRRUULLDDRR
481/4486(38 steps):ULDDLURRDLLUUURRDLLURRDLLDRDDLURURDLDR
482/309(38 steps):LLLURRDDLUURDRRDLLULDRRULURRDDLULURDRD
483/2111(35 steps):RRULLDLURDRDRUULLLDRURDDRULLLURRRDD
484/3137(38 steps):UURDDRUULDRDLLDLUURURRDDDLURDRULLDRURD
485/4472(38 steps):DLUURRULDRDLDLUUURRDDLLDDDRRULDLUURDDR
486/4819(36 steps):LULDRDLUURRRULDDLDRURUULLDDRULLDRRRD
487/170(37 steps):URURDLDLULDLUURDDRRULLDDLUURRDRRULDDR
488/4806(38 steps):LLURRDLLURURULULURDDDRDLURULDDDRULLDRR
489/4562(38 steps):LDDRUULDRDLUURDDDLULDRDRUULDDRUULLDRDR
490/3282(36 steps):RURRRRDDLLLURDRUURDDLUULDLULDRURDRRD
491/915(39 steps):DLURURRDLUURULLLLDRULDDDRDRRRULLDLURDRR
492/822(39 steps):DDDRUULDRURULLDDDRRUUULDDDRUULLDRULDDRR
493/4936(38 steps):RRDLLURURDRDLLLURULDRRRULDDRUULDDLURRD
494/4989(36 steps):RDLDDLURULULDDRDRURUULLLDRULDDRDRURD
495/1100(39 steps):DLLURDRULDLLURUULDDRULURDRDDRULDLLURRRD
496/1263(39 steps):LUULDRDDRULDLUURRULLDLDDRURDRULURULDRDD
497/1405(39 steps):LLLDDRRURUULDDRUULDDDDLLURRDRUULURDDLDR
498/1203(39 steps):UULLDRDLURRRDLLLURRDLUURUURDLDDRDLLURDR
499/1314(39 steps):LDRRRULLUURRDLDDLUUURDRDLDLUURRDLLURRDD
500/1557(39 steps):RULDLUURDRUUULDRULLDDRRUULLDRDRDDLULDRR
501/1189(39 steps):RDDRUUULLDDRURDLDDRULUUURDDDLUURDLLDRRD
502/1693(39 steps):DRULURRDRRULLDLLURDDLURURRDLDRRULURDLDR
503/1825(37 steps):RULLDLDRULURDRDRRULLURDDLUULDLURDDRRR
504/2067(37 steps):DLURRRDDDLLLUURURRDDDLLLUURULDRURRDDD
505/2193(37 steps):ULUURRDDLDRUUULLDDRRDLURUULLDDRRDLURD
506/998(39 steps):RRDLULDRURDLULLDLURDRULURDLDRRULDLURDRR
507/1640(37 steps):RRDLUULDRUURDDLULLURRRDDDLURULLDRRDDD
508/1392(37 steps):DLURDRDLLDDRURDLURUULDRUULDDLDRRULDDR
509/2515(39 steps):DDRRURULLLLDDRUURDLLURRRDRDLURULDLURRDD
510/1223(37 steps):URDDDLULLUURRDRDLUULLDDRRDRULUURDDLDR
511/2946(39 steps):DRUULDLURRDLDDRDLLDRRUUUULDDLDRRULURDDD
512/2286(39 steps):LDDRULDDRUULDLURRULLDRRULDRDLLDRULURDRD
513/3193(37 steps):LUURDRDLURRRUULURDDLDDRULDLLLUURDRDRR
514/3832(38 steps):LURDDLULURDRULLDRURDLLURDDDDDRUULURDDD
515/2389(39 steps):LDRULLDRURDLLURDLDDDRURRULURDDLDLUURDDR
516/2863(39 steps):DDRUURDLULDRRDLLURULDLDRRURRDLUURDLLDRR
517/2378(39 steps):DDLULUURRDLDLURULDRDRULDDRULURDRDLLURRD
518/3854(39 steps):ULUURRRDDLDLULDRULUURRRDDDLURDDLUURDLDR
519/2841(39 steps):DRDLURRURDLDLUURRDLLDLUURULDDRRURULDDRD
520/3176(35 steps):URRULLDLURRDLULLDRDRURULLDLURRDRRDR
521/2419(37 steps):UUUURDDDLDRUURUULLDRRDLLDRDLUUURDDDRD
522/4278(39 steps):URULULLDDRRUULDDDLUUURDDRRULDRDLURULDRD
523/4443(37 steps):RUULDRULULULLDDRDLURDDLURULDRDRRUURDD
524/3265(37 steps):DLDRDDLUUURDLDRUULDDRULDDDRUUULDRRRDD
525/4793(37 steps):DRURUUULLDDDRDRULLUUURRDDDLLUUURRDDDD
526/3004(39 steps):RULUULDRRDDLUURDDLLDRRUULDRRDLLLURURDDR
527/853(36 steps):LLUURRRULURDDDDRULDLUUURULDDLLDDRRRR
528/1756(39 steps):RDDLULDRRDDLURUULLDDRUULURDDDDLURURDLDR
529/462(38 steps):LDDDDRURUURDLDLLUURRRDDRDDLLULLURDRRRD
530/713(40 steps):ULDLLURULDLDRURDLLURRRDRULURDLLURDDLURDR
531/4943(39 steps):DDRULLULURDRULLDDRURDDLUUULDRRDRULLDRRD
532/2914(39 steps):RULUURDDRDRULLDLUURDLUURDDDRURDLLLURRRD
533/916(40 steps):DLDRULUURDLULDRURDDLURULDDDDLDRURULURDDD
534/1520(38 steps):ULLDLULURURRRDLLULDRDDLURDRUUULDRURDDD
535/4987(39 steps):RRULDDRDRUULLLDDLURRRUULDRDRDLULURRDLDR
536/850(40 steps):URULDRDDDRRURULULDLDRDLUURDDRUURDLLURRDD
537/1764(40 steps):LLULLDRURURDDLLULURRRDLDLULURRRRDLULDRRD
538/699(38 steps):RRDDLLUURRDDLLLUURDLULDRRDRRUULLLDRDRR
539/79(40 steps):LUULDRDDLUUURDLDRURDLUULDDRDDLURRUULDRDD
540/1523(38 steps):ULLLDDRUULDRRURDRDLULULDDLUURDLDRURRRD
541/1959(40 steps):RURULLURDDLLLDLURRRURULDDDRUULDDRRULLDRR
542/3358(39 steps):LDRUULDLLURURDDDLLURRRDLLUURDLLDRRRULDR
543/2245(40 steps):DRUULDLLDLUUURDLDRDRRRULLLDRURDLLURRURDD
544/2577(40 steps):LLLLLDRDLURRULLDDRUURDRRRULLDRURDLLURDDR
545/1022(40 steps):DLULULDRDRRULDLLURRRRDLLURRULDDRULLLDRRR
546/2497(38 steps):LURRDRDLLUURDDLDRUULLDRRULLDRDRULURRDD
547/2740(40 steps):DLURRRDLDRDLUULLURDLDDRRURDDLLURDLLURRDR
548/2451(39 steps):LUULDDRDLLLUURULDDDRRUURDLDRUUURDLLDDRR
549/2586(38 steps):RUULDLURURDRULLDRDDLUULDDRURDRUULDRDDD
550/1462(40 steps):DDLURURRDDRULDRDLUULURRDLLURRDDLDRUULDRD
551/3199(40 steps):RDLUUUURRDLURRDLLLDDRDRRULDRUULDRUULDRDD
552/3355(40 steps):RRRRDDLULLDLUURDLURULDRURDRDLURRDLULDRRD
553/2291(40 steps):DLLUURURULDLDRRUULDDRULDLDDRRRRRULDLURRD
554/3457(38 steps):DDRRUULLULDDRUURDRULLLDDRURRULLLDRRRDD
555/3252(40 steps):RULURRRRDLDRUUULDLURDDLUURDRDLDRULURDLDR
556/2879(40 steps):URDLLULDRDLUURDRULDDLUURDRURRRDDLURULDDR
557/3560(40 steps):DDRRULDLUUURURULLDRDDLUUURDDDDDRULLDRURD
558/3768(36 steps):DDDRUUULDLULDDDRRRULULUULDDRURRDLDDR
559/3510(38 steps):RRULLDLUUURDRULDDDRUURULLLDRRDLLURDDRR
560/2825(40 steps):RULDLURDRUULUULDRDLDDRDLURDRULLDRUUURDDD
561/955(38 steps):LURULDLLDDRRURULDLLURRDRDLLULURRURDDDR
562/4016(36 steps):LLURRDDDLLUURRRRDLDLLLUUURULDRDRDDRR
563/3993(40 steps):UURDLULDRDRRUULLULDRURDLDDLURRRDLLLURRRD
564/3830(40 steps):RURDRURULLLDLDRRRURDLLULLURRRDLURRDLLDRR
565/4084(40 steps):DDRUUULDDRDLURRULDDRURRDLURULDRDLLUURDRD
566/3801(40 steps):RDRRULLLDRDRULURRDLLDRRULURDDDLLLURURDRD
567/4010(40 steps):RRULURDRDLLURULDLDRURDLLURRDLDRRUULLDDRR
568/3072(38 steps):RUULDRDLLURRDLLLURULDLDRURDLLURDRURDRR
569/2108(38 steps):DRULLLDDRUUULDRDLUURDRDLDLUURRDLURRDDD
570/4968(40 steps):URDLULLLULDRRDDLURRUULDDRRUURDDLURULDRDD
571/4772(40 steps):URULLLDRRURDDLURRULLLDLURDRDRURDLLURURDD
572/4248(40 steps):LLURRULDRUURDDLULDRUURDDRDLLURDRULLDRURD
573/1989(40 steps):LDLUULDRURDLLURDRDRUULLDRRRULDDRULLDRURD
574/4769(40 steps):LDRULDDRULDLUUULURDDRDDLLURRDLULDRUURRDD
575/1537(40 steps):ULDRURDDLULDRURDDLURDDLUUUURDDDLDRUULDRD
576/516(40 steps):LLDLDRRRULDLURULDRDLLURRDLURRDRURDLLURRD
577/75(39 steps):DRRUULLDLLDRRULDRURDLLULURRDLLURDLDRRRR
578/3453(40 steps):URRUULDRULLLDDRRUURDLDLLUURRDDDRULDLURRD
579/727(39 steps):RRRDDLLDDLLURRRRUULULDLDDLURDDRUULDRRRD
580/921(39 steps):RURDRULLLUURDLULDRDLDLUUURRDLDRUURRRDDD
581/215(41 steps):DLUULDDRRRRULULDRULLDLDRURRDLLURRDLUURDRD
582/871(39 steps):DDLURURDRDDLLULDRRULUURDRDLLUURDLLDRRRD
583/1205(41 steps):LDRRDLLLUURDRDLLURRDLLUURRDDRUULDRDLLURRD
584/1202(41 steps):URUULLDDRDLUUUURRDLLURDDDRUULDDRULDLURDDR
585/1137(41 steps):URDRURULDLURDLLURDLDRRRULLDRULLDRRRUULDDR
586/851(41 steps):RRRUULLLDLDRUULDDRRURRULDDLUULDDRRRUULDRD
587/1232(41 steps):LURULDRDLURULDRURDRRDLUURDLULDRDRUULLDRRD
588/4450(38 steps):DLLDRDLURUUULDRURDLLURDDRRDDLLLUURDDRR
589/1483(41 steps):LDLURULDRDLDDRRULULURDRUULDRDDLDRUULLDRRD
590/1836(41 steps):LULLDDLUULDRURDLULDRRRRURDDLUULDRRULLDRDR
591/1820(41 steps):LDRDLULURRDLLLURRDRRDLLLLUURDRRRULLDRURDD
592/2927(40 steps):UUUULLDDDRRULLUURRDDDLURDLDRULDLUURDLDRR
593/714(39 steps):RUULLURDDLDRRULLUURRDLLURDRDDDDLUULDDRR
594/2330(41 steps):LDDRRRRUULLDRRULLLLDDRRRUULLLDDRRRURULDDR
595/1596(38 steps):DRULURDLUULLDDRRDRUULDRUULDDLLUURRRDDD
596/728(39 steps):ULDLURRDLDRUULDRULULURDRDLDLUURULDDRRDD
597/4316(38 steps):DDLLLUUURDRDRULULLDRDLDRRURUULLLDRRDRD
598/2652(39 steps):DDLLUURRDDRULULLDDRRUULLDDRRRUULLLDDRRR
599/2579(41 steps):UURDLDDRRUUUULDDLDDRURUUULDDRDLUURDLLDDRR
600/2499(39 steps):LURDDLUUURDRURRDDLURULLLDDLDRULDRRURRDR
601/1056(39 steps):LULDLDRRRULURDLUULLDDRRULULDDRDLUURRRDD
602/2296(41 steps):URRDDLDLDRULUUURDRULDLURRDLDDDLURULDDRURD
603/3022(37 steps):RRRRDLLDLUURDDDRRUULLURDLDLULURDRDDRR
604/2100(41 steps):RDLDRRDRURDLULUULDDLUURRDRRDLLURRDDLLURDR
605/2924(41 steps):LDDDDRRULDLUURDDLUURRULURDLLDDRDRULDLURRD
606/3438(39 steps):DLULDRRULULUURRDLULDRURRDDLDLLURDRURRDD
607/3544(41 steps):RULDLURRDDLUURDDLDLDDRULURRDLURDDLULDRURD
608/4960(40 steps):LURDDLURURDRULLLDDRURURRDLDRULURDLLURRDD
609/1563(41 steps):ULULURDRRDDLLLURRDRRURDLULURURDDDLULDRURD
610/3477(41 steps):UURDDDLURDLLURDDLLUURRURULDLDDRDRULLDRURD
611/3568(41 steps):LDRDDLLURRDLLURUUULDDDRDLURRRDRULLDRRULDR
612/3909(41 steps):DDLDRULURDRUULDRDDLLUURRDDDLLUURDRDLLURDR
613/3460(41 steps):LDDRULULLDDLURDRUULDRDLLURRURRDLDRRUULDRD
614/3795(41 steps):ULDLURDDRUULDLURULDDRUURDDLDRUULDRULURDDD
615/3844(39 steps):ULULDDRUURDLULLDDRUULDRRRRDLLLLURURRDRD
616/4153(41 steps):DDRRULULDDLUURDDLURDRUULDDRURDRULURDDLURD
617/4258(39 steps):URDDRRUULLDRULLLDRRDLDLURRRURDLLURRDDDD
618/4503(39 steps):DDRRUULUULDRRURULLDDDLURRDDRDLLLUURRDRD
619/2651(41 steps):DDDDRURUUULLDDRRDDDLULUUUURRDDDDLDRUULDDR
620/3074(39 steps):URULDDLDRDRULULULDDRDRRULULDRDLLUURRDRD
621/4914(41 steps):DLLULURRDLULDDRDLURDRULLDRURRDRUULDDLURRD
622/4469(41 steps):RULURURDLLURDRULDLURULDDDDRRDLLURRDLULDRR
623/4304(41 steps):UUULDRURDDDLURULLURDDLUURRDDLDRRRULDLURRD
624/155(40 steps):URDDLUULDRURUULLDDRRUULLDDRRUULLDDDDRURD
625/4520(41 steps):LURULLDDLURRDDLULURRULDDRDRUULLDDRUUURDDD
626/3109(39 steps):ULDLDLDRRURDLUURDDLLULURRULDRDLLURDRRDR
627/4890(39 steps):LUURDDRDDLULUURDDRULURDLLUURDLDRDRDLURD
628/255(42 steps):RULDLURRRDRULLDRRDLLLLURRRDLURULDRDLLURRRD
629/447(42 steps):ULURULDLLULDRDLDRURULURDDRURDDLUURDLUURDDD
630/521(42 steps):LDRRULULDRUURDDLUURDDLDRULUULDDDRULURDLDRR
631/804(42 steps):LLURDLULLDRRRULLLDDRURRURRDLULDRURDDLUURDD
632/4114(41 steps):RURDDLLLURRDRULDLLURUULDDRUULDRDRDRUULDRD
633/4511(41 steps):ULDLLURDRULLDDRUURDDRURDLLURDDRUULDLURDDR
634/839(42 steps):ULDLUURDLUURDLDRDRUULLURDDDRDDLURULDDRULDR
635/458(42 steps):LLDDDRDRULULURRULDLURDDLDDRURDLLURDLUURDRD
636/954(42 steps):LDRURDLLURRDDLLURRDDDLDLUURDDLURRDLURULDRD
637/951(40 steps):DRULDDRURULULDLDDRURRULLURRDLLULDLDRRDRR
638/1053(42 steps):LULURUULDRRULLDRULDDDRURDDLULURRDLUURDLDRD
639/818(40 steps):DDLUURDLULLDRUULDDDRRULULDLDRULURURDDDRR
640/1456(40 steps):DLULLURRULLDRURRRDDDLULLDLURULDRDLURRDRR
641/1552(42 steps):LUULDRURDRDLLLURDRULURDRULLLDRDRURDDLLURDR
642/649(42 steps):RRDRULDLLUURDDLULURRDLULDRURDRDLUURDDRULDR
643/3244(41 steps):DDRULDLLUURDRUULULURDDDDRULURDDRDLULLDRRR
644/1839(40 steps):LLDRDRRRUULLLDDRRURDLURULLLDDRRUULLDDRRR
645/1829(42 steps):RDLURULLLURDLDDRUULDDRRURDLUULDLDRRURULDRD
646/1884(40 steps):RULDLURDDLDRRULLUURDRDLURULDDLDRRDLLURRD
647/976(40 steps):DDRDRURDLUURDDLUULDLURRURDLDRULULLDDRRDR
648/1735(40 steps):LLLURDDDRRUUULLDDLDRULUURRRDDDLLLURURRDD
649/733(42 steps):LURULLDRUULURDDLUURDRDDLDRULUULDDDRULURDRD
650/1718(40 steps):URDLLURURRRDDLLURURDDLLLLURDRURULDLDRRRR
651/363(42 steps):URRULLDLLURDRRRULLLLDRURDLLURRRDDRULLDRURD
652/2294(40 steps):RRDDDRUUULDDRULDLLURRULLDRDLDRURULDDRRDD
653/831(42 steps):URRDLULDRURDDLUURDLLDRDLDDRRULDLUURDRDLURD
654/1926(42 steps):DDDRULURDLUURRRULDLURRDLULDDDDRRULDLLURRRD
655/2158(44 steps):UURRUUULDDRULURDDDDLLUURDDLURDDLUURRDLDRULDR
656/2364(42 steps):RULDLDRRDLDLUUUURRDLURULDLURDRDDDLDRUULDDR
657/94(40 steps):URDDDDLULDLUURULDRDRUUULDDRULLDRULDDDRRR
658/3730(41 steps):URDRULLDRURDDLURDLLUURDRRDLDLULDRRRUULDDR
659/2146(42 steps):RULDDDDLLURDRRULLDRUULUURDLLDDRRRDLLLURRDR
660/2687(42 steps):DRDDRULDLURRDLURULULDDRUULDDRRDRDDLLLURDRR
661/2393(42 steps):RULDDRRURUULDRDDLULLUURDDLURRRDLDRULLURRDD
662/1698(42 steps):DLDDLURDRDLLUURULURRDLLURULDDDRDLDRUULDRDR
663/2322(42 steps):DLDRRULDRUULULDRDDLUUURDDDDRULDLURDRULURDD
664/3165(40 steps):LDDRUULDDRDDRDLLUURDRULDDLUUURDLDRRULDRD
665/2468(42 steps):RULULDRDLUURRRDLLLDRUULDDRRRRUULDDRRUULDRD
666/3456(42 steps):DLULDRDLLUULDRDLURURDRULDDRRULULDDRULLDRRR
667/3304(40 steps):LUUUURULDDLDDRUURUULLLDDRDRUURDLDDLURDRD
668/3466(40 steps):RDRULURDRDDDLLUULURRDLUURDLLDDDRUULDDRRR
669/2877(42 steps):RRULLDRDLLDLURRURULDRDLULLDDRRRULLDRURURDD
670/3216(42 steps):LDLDRULURRUULLDDRDRUULURDDLULDDDRURDLULDRR
671/3658(40 steps):ULDRDLUURRRRDDLURULDLURDRULDLLLDRUURRDDR
672/3375(42 steps):ULDRRURULLDDLURRRRRULDLULDLURRRDRDLURULDDR
673/3718(42 steps):RDLLUUURRULURDDLDDDLUUUURRULDDRDDLUURDLDRD
674/3963(40 steps):LDRRULULULLDDDRRUUULDRRULDLLDDRRUURRDLDR
675/4029(42 steps):DDRRUUULDLDDRRUULURDLLDDRRUUULDRDDLLUURRDD
676/2252(42 steps):LLDDLUURRDLULDRRRDRURDLULDRULLDRRULURDLDRR
677/4190(42 steps):LUURRULDDDLUUURDDLUURDRULDDDRRULULDRURDLDR
678/4191(42 steps):RDDLULULURRDDRULLLDRRDLURULURDDRDDLURULDRD
679/4282(42 steps):DRRUULDLDRRRULULDLDLURURDDLURDRUULDDLURRDR
680/3677(40 steps):LLDLUURURRRDDLLLDRULLDRRRUUULDLLDRDRURDR
681/4512(42 steps):LUUUURULDRDLURULLDDRURULDDDDRDLLURRDLLURRD
682/2084(42 steps):RRDLLURDRRUULULDDRRULULLDDLURRURDDRDLUURDD
683/4040(42 steps):DLUULURDLDLUURRDLDRULLDRDRUULDRRDLDRUULDDR
684/3957(42 steps):ULLDRURDLULDRUULDRUULDDRUURDDLUURDLLDDRURD
685/3777(42 steps):UUUURRRDRDDLDRUULUULLDLDDDRRURURDLUURDDLDR
686/4508(42 steps):LDLURRULURDDDLLURURULDLDRRRDLUULDDRULURDRD
687/3067(42 steps):UURDDLDRUULLULLDDDRULUURRRRDLULDRDRDLUURDD
688/4839(42 steps):LULLLULDDRUULDRDLURRRURDRDLULDRUULDDRRULDR
689/4634(40 steps):DDLLUURDDLDLDRRUULLDRDLURRDLULDRUURRDDRR
690/55(43 steps):LDRRULDRDRRUULLLLDRRULDRDLURDRRUULLDDLURDRR
691/2259(42 steps):RURDLLURDLLURRDLDRURDLULDRDRULURDLLURURDDD
692/4(41 steps):ULDDRUULLULULLDRURRDDDLURDRDLLUURDRRDLURD
693/4041(42 steps):LLLDRDLUURDDLUURRDRRURDDLUURDLLURRDLULDRDR
694/4530(40 steps):DLURDDLDDRULDLLUUURDLURURRDDLDRULLLDDRRR
695/386(39 steps):DLURDRULDDDDRULDLLLURUURURDLLULDDDRDRRR
696/4723(42 steps):URDLDLUURRDRULDRDDLLURULUULDDDRDRURDLLURRD
697/409(43 steps):DRDDLDLUUUURDLDRURDLULDRDDLUURURDDLLDRUURDD
698/4556(40 steps):RRRDDLUUURDLULDLDRRRULULDDLURDRULURDDRDD
699/438(41 steps):LURRDLLULDLDDRUULDRDLUURRURRDLLLURDLDDRRR
700/4497(42 steps):URDDDDLLUUURULDRDRDDLUURUULLDDRURDDLLDRURD
701/367(43 steps):UUUULLDRRURDDLUURDDLLLURDLUURRRDDDDLURULDDR
702/418(43 steps):DRULURRDDLDRUURULLDDLUURDDLURRURDDDLURULDRD
703/994(41 steps):DLLLUURRRDDLLLUURRRDDLLLUURRRDDLLLUURRRDD
704/3654(42 steps):RURRRDLDLURULLDDDLURDRULLDRRRURDLLUURRDLDR
705/1157(43 steps):UURDLDRUULLDRRULLUURRDDDDLUULUURRDDLDLURRDD
706/1206(43 steps):RDDLLLULLURULDRDLURULDRRDLLURRRRDRDLURULDDR
707/1298(39 steps):LURDDLULDDRRRUUULDLLDDRUULUURRDLDLDDRRR
708/1274(41 steps):URDRDRDRRUULLLLLDRRRUURDRDDLLUUURRDLURDDD
709/1332(43 steps):DRUURULDLDRRRDLURRUULLDLDDRURURDDLLULDRRURD
710/3841(42 steps):RUURRRDDLLULURRRDDLLUULDLDRRRRUULLDDLURDRR
711/1171(41 steps):LDDRRUULLUURDDRDDLLUURULDRURDDDLLUUURRDDD
712/260(41 steps):ULDRRDRULURDDDLLDLUUURRURDDLLLDRRULLDDRRR
713/4581(40 steps):LLURRDLDLUURURDLLURRDDDDLURULULDDDRUURDD
714/1322(43 steps):LURRULDRDLURDRUURDDLULURDLLLDRRRUURDDLUURDD
715/797(41 steps):LULDRRUURDLLDRRDRULURDLUULLDRURRDDDLUURDD
716/248(41 steps):DLULDDLUURDDLURRRRULLLLDRRRRDLLLUURRRDLDR
717/1887(43 steps):RUULDDLUURDDRUUUUULDRDLLDRULDDDRUURDLLURRDD
718/950(43 steps):ULDRDLULLLULDRURDLLURRDDRRRULURDLLDRULLDRRR
719/2127(41 steps):LDLLURDRRULLURRDLLLURRDDLULDRUUURDRULDRDD
720/3156(40 steps):LDRULLDRDLDDRRULDLUUUURDLDRUULDRRULDDDRD
721/1953(43 steps):DRUURDDLULURUUULDRURDDLURDDDLULDRRULLDDRURD
722/2311(43 steps):LDLLLURULDDLUURDDLURDRULDLURRDRRUURDDLUURDD
723/2264(43 steps):UURDLLURDLDRRUUULDLURDRURRDLURDDLLURURDLDRD
724/2333(41 steps):RDDDDLLLURDRURUULLURDLLDDDRRRUUULLURRDDDD
725/2540(43 steps):LDDRRDLLURULUUURRDDDDDLUURULDDRDRULDLUURDRD
726/2359(43 steps):LURDRDLLURULLDLURDRULDLURRDRRRDLURULDLURRDD
727/2341(43 steps):DLLURRDDRRDLLULDLURULURDRULDLDRDRRULDLURRRD
728/1337(43 steps):LLUURRDRULLLDDRRUURDLURRDDRUULDRDLULURRDLDR
729/2356(43 steps):RDLDRUUULDDLLDLUUURDDDLURULDDRRRURDLUURDLDR
730/2614(43 steps):ULDLULUUURDLDRUURRRDLDRUULDDRDDLULLDRRULDRR
731/2672(43 steps):LDRRULDDRRRULLURDLDRULUULLDDDRUURRRDLULDRRD
732/1415(43 steps):LULURDRULLUURRDRULLLDDDRRDLLURDRRUUULDLDRRD
733/2771(41 steps):ULLULDLDRURDLURULDLURRDLURRDLULDLDRRURRRD
734/364(41 steps):DDLUULDLLDRRRRRULLLDRUULDDLURDLLURDRRRURD
735/1918(43 steps):UURURDDDLUUULDDRRULLDRRDLDRULLURDDLURRDLURD
736/2951(41 steps):URDLDRUULLDRDLLDRULDLUUURRDRDDLUURDLDRDDR
737/3126(43 steps):LLLLULDRDRUULLURRDLLURRDDRRDLLULDRRRRULURDD
738/3075(43 steps):LLDRUUULDDDRRULUURULDLURDRULLDRDLDRDRUULDRD
739/530(43 steps):RULURRDLLURDLLURRDDRRULLDLURDRULLDRRRUULDDR
740/3152(43 steps):LLULDRUULDDRRURRULDDRULLLLDRUULDDRRRRULURDD
741/2787(43 steps):LLDRUULDRRULULLDRDLURRDRDLUUURDDLUURDDDLURD
742/2595(43 steps):DRULDLLURDDLUULDDRRRULLURRRDLLLURRRDLLURDRD
743/2683(41 steps):DRURRRULDDLULURRDDRULLDRULDLURDLLURRRURDD
744/3087(43 steps):DDRURDLULURRULDDLUURDLDRRULDLURDRDDLUURDLDR
745/3611(43 steps):URUULDDDRUUULULDRDLDDRULDRRUULDDRUUULDLDRDR
746/3415(41 steps):RULDDDDRDLLLURDLLUULDRDLUURDDRULLDRRURDRR
747/3779(43 steps):LUURRDLDLLUURDRDLLURRURDRRULDDRULDLURULDDRR
748/2967(41 steps):LDRURURULULLDRRULDLURDDDRDRUULDLLURRURDDD
749/3634(43 steps):RUULLDRULDLUURDDDLURDRRULLDRULULDDRRRUULDRD
750/3347(43 steps):URDDLLULUURDDLUURDLDRRRDRUULLDRURDLDLLURDRR
751/3850(45 steps):RURUULUULDDDDRDLUUURULDRRRDDDRURDLULDRURDLURD
752/3642(41 steps):ULURRDDRDDLLLURURULDRDDLULDRRRUUULLDRDRRD
753/3790(43 steps):UUURRULDDRULLDRDDRUUUULDLDDRULDDRDLURULDDRR
754/3319(38 steps):RDLUULDDRURDDLLUUURDDDLDLLLUURDLDRRRRR
755/3960(43 steps):DLURDLLDRULLDLURDRRRUULDLLDLURDRRRRULDLURRD
756/4126(43 steps):DDLDRUURULDLDDRRRURULLLDDLURURRDDRRUUULDRDD
757/4115(43 steps):RRDLLURURDDLDRULURULDRDRDLULLDRRURDLULLDRRR
758/3868(43 steps):RULUURDLLURRDDDLURULDDDRUULDRDDLLURULDDRURD
759/3821(43 steps):RUULDRDLLURDRULULDDRRRURDLUURDDLULDLURURRDD
760/2472(43 steps):DLURRDDLLURULDRDRDDLULUURDDRDLLUURDRULDLDRR
761/3258(43 steps):DLURDLLUUUURULDDRULURRDDLLUURDDLDDRRDLULDRR
762/4374(41 steps):URDLDRRDLUURULLDDDRURRULLDRDRUULLLDRURDDR
763/4425(41 steps):LURDDDLUURDRRULURDLDLLUURRDDLDLDRULURDDRR
764/3713(41 steps):ULULDDLURRDLUURDDLDRRULLLDRUURDDLULURRDRD
