72187 81749 72303 81778
5000
1/1554(4 steps):RRRD
450/1690(36 steps):DLUURRDDLULUURRULLDDRDRULURDLLURDDDR
451/3274(36 steps):RDDRRURULDLLURRRDLLLLURRRDLULDRDRURD
452/2689(36 steps):DLUUURURDLDDLDRRUUUULDDLURRDDLDLURDR
453/3361(36 steps):RDLUURDRDRULLDRULDLURRDRUUULLLDDRDRR
454/3768(36 steps):DDDRUUULDLULDDDRRRULULUULDDRURRDLDDR
455/4016(36 steps):LLURRDDDLLUURRRRDLDLLLUUURULDRDRDDRR
456/3282(36 steps):RURRRRDDLUURDDLLLUULDRRDRUULDLURDRRD
457/4486(36 steps):ULDDLUUURRDLLURRDLLDRRDLLURRDLDLURDR
458/4596(36 steps):LDRDRRUULLLDRDRRUULLURDLDDRRUULLDDRR
459/2487(36 steps):DDLUURULLDRURDDLDRUULDRUULLDRRULDRDD
460/2526(36 steps):ULURRRDRRULDDRUULLLDLULDDRURRDRUURDD
461/309(36 steps):RDLULLURDRULLDRURRDDLLURDLLULURRRDRD
462/4819(36 steps):LURRULDDDLURRUULLDLDDRULURDRULLDRRRD
463/170(37 steps):URDLULDLUURDDRRUURDLLLDDLUURRDRRULDDR
464/4337(36 steps):DLDLURULURDRDDLULURDRULULDDDRUULDRRD
465/4250(36 steps):ULDLDLUURRRDLURDRULLDLULDDRUULDRRRDR
466/4989(36 steps):RDLDDLURULLDRUULDRDDRURUULLLDDRDRURD
467/3971(36 steps):LLDLLURRDDLLURURRRDDLLULDRUULDRURRDD
468/1405(37 steps):DLULURRDLULDLDDRRDLLURRDRULUUURDDLDDR
469/998(37 steps):LDLURDRURRDLLUULDRRRULLLDRRDLLURRURDD
470/1825(37 steps):RULDDLUURDLLDRRULLURDLDRRRRULULLDRRDR
471/1392(37 steps):DLURDRDLLDDRURDLURUULDRUULDDLDRRULDDR
472/2067(37 steps):DLURRRDDDLLLUURURRDDDLLLUUURDLURRRDDD
473/2193(37 steps):ULUURRDDLDRUUULLDDRRDLURUULLDDRDRULDR
474/1640(37 steps):URDRDLULURURDDLULLURRRDDDLURULLDRRDDD
475/1223(37 steps):URDDDLULLUURRDRDLDRULUULLDDRRUURDDLDR
476/3022(37 steps):RRRRDLLDLURDDRRUULLLURRDLDLULURDRDDRR
477/2800(37 steps):RRUULLDRRULLDDRRDLLURUUURDDDLUUURDDDD
478/2088(37 steps):LUULDDRURULDLDRDRUULDDRUUULDLDRURDLDR
479/2499(37 steps):LURDDLUUURDRURRDDLURULLLDDDLURDRURRDR
480/3193(37 steps):LUURDRDLURRRUULURDDLDRDLLLLUURDRDRURD
481/853(36 steps):LLUURRRULURDDDDRULDLUUURULDDLLDDRRRR
482/2863(37 steps):DDRUURDDLURRDLUURDLLULDRDLURULDLDRRRR
483/2807(37 steps):RRDLLLURRRDLLULDRURURDDLLURRULDRDLURD
484/2389(37 steps):LDLURDLDDDRURRUUULDDRDLDLUUUURRDLDDDR
485/3970(37 steps):ULDDLDRRURDLURULLLDDRURUULDRDLLURDRRD
486/4278(37 steps):UURDDLUURDLUULLDDRRUULDDDLUUURDDRURDD
487/4078(37 steps):URDLLURDRUULLDRRURRDLULLDDRURRULURDDD
488/3992(37 steps):UULLDDLURULDDRURRRDLLUUULDRRDRDLLURDR
489/4443(37 steps):RULURDLUULULLDDDRULDRDLURULDRDRRUURDD
490/1756(37 steps):RDDLULDRRDDLURUULLDDRDLURUULURDDRDLDR
491/4696(37 steps):DLURRRDLLURRDDDLULULURRRDLDLDRUULDRDR
492/4561(37 steps):LDRUULDRRULLDRDRDDDLULURRDLULDRRULDRD
493/4320(37 steps):RULLLURDRDRUULLLDRDLLURRULDDRULURRDRD
494/3265(37 steps):DDDLUURDDDLUURULDDRULDDDRUULUURDDRRDD
495/4611(37 steps):RDRULDLLUURRDLLLLURRDDRRURDLULURRDLDR
496/4984(37 steps):DDLDLUUURDDRUULDDLURRDLDLUURDDRUULDRD
497/4793(37 steps):DRURUUULLDDDRDRULLUUURRDDDLLUUURRDDDD
498/3636(36 steps):ULDDRDLLUURDLDRURULURDDDLLURURULDDRD
499/4547(37 steps):DLDDLURRUULDRDDLLURDRULUURDDDLLURURDD
500/2419(37 steps):UURRULLURRDLULDRRDLDLDRUULDRDLUURDDRD
501/462(38 steps):LDDDDRURUURDLDLLUURRRDDRDDLLULLURDRRRD
502/740(38 steps):DDRRDLULLURULDRDDLURDDRRUULLLDRRDLURRD
503/2914(37 steps):UUURDDLDRULUURRRDDLDLULDRRRUUULLDDRRD
504/2451(37 steps):LDLUURDDLLLUURRDRUULDRURDLLLULDDDRRRR
505/2692(37 steps):URDLULLULLDRURDLLURDRRDRURDLLURURDLDR
506/699(38 steps):RRDDLLUURRDDLLLUURDLULDRRDRRUULLLDRDRR
507/969(38 steps):DDDLUUURRDLULDLDRRULLDRRDRUULULDLDRRRD
508/1520(38 steps):ULLDLULURURRRDLLULDRDDLURDRUUULDRURDDD
509/79(38 steps):LDLUUURDDLURRDLUULDDRDDLURRUULLURDDRDD
510/884(38 steps):ULDDRUUUURULLDRURDLDDLDRRDLLURDRULURDD
511/1712(38 steps):LLDDRDDRUULUULDRRDLLURDDRDLULDRRUULDDR
512/1632(38 steps):DRUULLDLURULDRRDLLDRRULDLURDRURDLUURDD
513/3571(37 steps):DRRULLDLLURULDDRULURDRRDRUULDDRULURDD
514/2294(38 steps):RRDDDRULURDLLLURRRULLLDRDRRULLDLDRRRDD
515/1434(38 steps):LLDRDRULLDDRURURDLDRDLLDRUULDDRRULLDRR
516/536(38 steps):RURDLLLULURULDLDDRULURRDRRURDDLURULDDR
517/2497(38 steps):LDRULURRDRDLLUURDLLDRDRUULDDRULLURRRDD
518/1085(38 steps):ULURRDLLURDRULLDRDDDLURDLDRRUULDDRULDR
519/1523(38 steps):DRULULLLDDRUULDRRURDLULDDLUURDLDRURRDR
520/955(38 steps):LURULDLDDRURULLLDRRRDLLLUURDLURRURDDDR
521/1664(38 steps):DDDLLURDRRUULURDLLURDLLDRRDLURRUULDRDD
522/2586(38 steps):RURUULDDRULLDDLUURDDRURULURDLLLDRDRRDD
523/3457(38 steps):LURDRULDDDRRUULLDLUURRRDLULDDLUURDRRDD
524/3510(38 steps):RRULLDLURDRUULLURRDDLURRULLDRULLDRDDRR
525/3963(38 steps):LDRRULULULLDDDRRUUULDLDDRRUURULDRRDLDR
526/2108(38 steps):DRULLLDDRUUULDRDLUURDRDLDLUURRDLURRDDD
527/4010(38 steps):RDRUULLDRUURDRDLLURDDRUULULDRDLLURDDRR
528/4472(38 steps):LDDDRRUULUURULDRDDDLDLUURULUURRDDLDDDR
529/3072(38 steps):URULDDLUURDRDLLLULDRURRDLLLURRULDDRRRR
530/4562(38 steps):DDLUURDLDRUULDDRDLULDRDRUULDDRUULLDRDR
531/516(38 steps):LLDDRRRURDLLULLLDRURDLURULDRDLLURRRRRD
532/4806(38 steps):ULURULDDDRUULDRUULULURDDDDLDRRULDLURDR
533/4634(38 steps):DDLLDDLUURUURDDDLDLURULDDRULDRRUURDDRR
534/386(39 steps):DLURDRULDDDDRULDLLLURUURURDLLULDDDRDRRR
535/4936(38 steps):URDRRDLLULDRRUULDLURDRURDLULLDRDRRULDR
536/75(39 steps):LDLURDRRULLDLURDRRULDRRUULLDLULDDRRURDR
537/4640(38 steps):LLULLDDRDDDLURURRUURULLDDLLUURRRDRDDDD
538/727(39 steps):RRRDDLLDDLLURRRRUULULDLDDLURDDRUULDRRRD
539/822(39 steps):DDDRUULDRURULLDDDRRUUULDDDRUULDLURDLDRR
540/915(39 steps):DLURURRDLDLURUURULLLLDRULDDDRRDRRULLDRR
541/1596(38 steps):DRULURDLUULLDDRRDRUULDRUULDDLLUURRRDDD
542/921(39 steps):RURDRULLLUURDLULDRDLDLUUURRDLDRUURRRDDD
543/3137(38 steps):UURDDLDLUURURRDDDLULURULDDRRDRULLDRURD
544/871(39 steps):RDLDLURRRDDLLULDRRULUURDRDLLUURDLLDRRRD
545/1298(39 steps):LURDDLULDDRRRUUULDLLDDRUULUURRDLDLDDRRR
546/1100(39 steps):DLLURDRULDLLURUULDDRULURDRDDRULDLLURRRD
547/1263(39 steps):DLLUURULDDRULDRRULLLDDRURDRULUURDDDLURD
548/1203(39 steps):UULLDRDLURRRDLLLURRDLUURUURDLDDRDLLURDR
549/1314(39 steps):LDRRRULLUURRDLDDLUUURDRDLDLUURRDLLURRDD
550/4316(38 steps):LLDRURDLDLLUURRURDDLLLURRURDLULLDDDRRR
551/714(39 steps):RUULLURDDLDRRULLUURRDLLURDRDDDDLUULDDRR
552/728(39 steps):LLUUURDRDDLDRULULURDRULULDDRRDLLURURDDD
553/1189(39 steps):RDDRUUULLDRRDLDDRULUUURDDDLUURDLULDDRRD
554/1693(39 steps):DRULURRDRRULLDLLURRRDLLDLURRDRRULURDLDR
555/1820(39 steps):LLDRRDLUURDRDLLURRDLLLUURDLLURDDLURRRDR
556/1557(39 steps):RULDLUURDRUUULLDDRURULLDRRDLURDDDLULDRR
557/4450(38 steps):LULDDRDDLUUURRDRDDLLUUUURDLLURDDLDDRRR
558/1056(39 steps):LULDLDRRRULURDLUULLDDRRULULDDRDLUURRRDD
559/2333(39 steps):LDRURDDDDLLLURDRURUULLLURRRDLLULDDDDRRR
560/2652(39 steps):DDLLUURRDDRULULLDDRRUULLDDRRRUULLLDDRRR
561/2515(39 steps):DDRRURULDRDLURULLLLDDRUURDLLURRRDLURRDD
562/3319(38 steps):RDLUULDDRURDDLLUUURDDDLDLLLUURDLDRRRRR
563/2286(39 steps):LDDRULDDRUULDLURRULLDRRULDRDLLDRULURDRD
564/2951(39 steps):DRULULDDDLURRURDLDLUURDDLLLUUURRDDRDDDR
565/2924(39 steps):LDDDDRRULLDRRULLDRUULDRURULURDLLDDDRURD
566/2378(39 steps):DLLUURRDDDLUURDLDRUULDLURULDRDRRDLLURRD
567/2946(39 steps):DRUULDLURRDLDDRDLLDRRUUUULDDLDRRULURDDD
568/3438(39 steps):DLULUUURRDLDLDDRRULUUULDDDRULURURRDDRDD
569/3832(38 steps):LLURDRULLDRURDDLULURDRULDDDDDRUULURDDD
570/1563(39 steps):RRULDRURDLLLULULURDRRRURDDLDLLLLURRDRRR
571/3358(39 steps):LDRUULDLLURURDDDLLURRRDLLUURDLLDRRRULDR
572/3795(39 steps):ULURDLLDRDRUULDDRUUULLDRDRUULDRULLDDRRD
573/4153(39 steps):DDRRRULLULDDLUURDDLURDRUULDDRURURDDLURD
574/2841(39 steps):DDRUURDDLULUURDRRDLLURRULLDLURDLDRDRURD
575/3074(39 steps):URULDDLDRULULDDRDRUULDRRDLLLUURRDRDLURD
576/4258(39 steps):URDDLDLURRRRUULLDRULLLDRRDRURDLLURRDDDD
577/3844(39 steps):ULULDDRUURDRDLLUULLDDRUULDRRDLLURURRDRD
578/4503(39 steps):DDRRUULUULDRRURULLDDDLURRDDRDLLLUURRDRD
579/2330(39 steps):LDDRRRRUULLLLDDRRRURULLLLDDRRRURULDLDRR
580/2058(39 steps):LDRDDRRRRUUULLLDDDRURDRULDLLLUUURRRRDDD
581/155(40 steps):URDDLUULDRURUULLDDRRUULLDDRRUULLDDDDRURD
582/3004(39 steps):RULUULDRRDDLURDLLDRRUULDRRDLLLURUURDDDR
583/4304(39 steps):ULUURRDDLULDDRRRRULDLUULURDDLDLUURDRRRD
584/488(40 steps):RULLLDDRRURULDLLURDDLUUUURRRRDRDDDLULDRR
585/3109(39 steps):DDLURUULLDDLDRULURRRULDDLLURURRDLLDRDRR
586/593(40 steps):DRRURULLUULDRDLDDRRRUULLLUURRRDLLURDDDDR
587/4890(39 steps):LUURDDRDDLULURDRULLURRDLLUURDLDRDDRULDR
588/4511(39 steps):ULDLLDRRRUULLDRURDRDLLLURRDDRUULDLURDDR
589/713(40 steps):ULDLLULDRUURDRDRULURDLLDLUURRDDLLLURRRDR
590/709(40 steps):RDLULUUURDRDDLDLDRULUUUURDRDRULLLDDRRDDR
591/804(40 steps):LULDRURRDLULLLLDRRRULLLDDRURRRURDDLUURDD
592/839(40 steps):ULDLUURDLUURDLDRDRDDLURUUULLURDDDDRDLURD
593/818(40 steps):ULLDDRRDLUUULDLDDRUULDLDRULURRRURDDLLDRR
594/4943(39 steps):DDRULLULURDRULLDDRURDDLUURDRULLULDRDRRD
595/916(40 steps):DDLURDLDLDRURULUURDLUURDLDRULULDRURDDDDD
596/951(40 steps):DRULDDRURULULDLDDRURRULLURRDLLULDLDRRDRR
597/1055(40 steps):DDLUUUUURDRDDDLURURULULLDRRULLDDDRRRDLDR
598/458(40 steps):LLDDDRUURULDDLDDRULDRRULDLUUUURDDDDRULDR
599/976(40 steps):DDRDRURDLUULDLURRRDDLUUURDLDRULULLDDRRDR
600/1456(40 steps):DLULLURRULLDRURRRDDDLULLDLURULDRDLURRDRR
601/733(40 steps):ULLDRRULDRUULLDRUULURDDLUURDRDDLUULDRDDR
602/4987(39 steps):RRULDDRDRUULLLDDLURRRRDLUUULDRDLURRDLDR
603/1654(40 steps):RRRDLLDRUULDRDDLLLLUUURRDRRRULLLLDRRRRDD
604/649(40 steps):RRDRULDLLUURDDLULURRDRDLULULDRURRDDRULDR
605/1839(40 steps):LLDRDRRRUULLLDDRRURDLURULLLDDRRUULLDDRRR
606/1764(40 steps):LLUURDLLLDRRULLURRRRDLLDLULURRRDDLUURDRD
607/1829(40 steps):LLDRRULULURDRDLDRURULLDRRDLUULLDDRULDRRR
608/1884(40 steps):URDLDLDRRUULURDLLURDDLUURDRDLLDRRDLLURRD
609/1022(40 steps):RDLURULDLDRULLULDRDRURDLLLURRDRRULLLDRRR
610/1733(40 steps):LLUURRDLLUURUULDRRDDLURUULLDRDLDDDRRULDR
611/1735(40 steps):LLLURDDDRRUUULLDDLDRULUURRRDDDLLLURURRDD
612/1959(40 steps):UUURDDRULDLURDDRUULULDDLLDLURRRRRULLDDRR
613/850(40 steps):URULDRDDRDLUURDDRUULLDRRRULULDDDRURULDRD
614/1718(40 steps):URDLLURURRRDDLLLLURDRURURDDLLURULDLDRRRR
615/94(40 steps):URDDDDLUULDDRUULULDRDRUUULDDRULDLURDDRDR
616/2835(40 steps):LLDLDDDRRURUULULDLDDDRRURULURULLLDDDDRRR
617/2245(40 steps):DRUULDLLDLUUURDLDRDRRRULLLDRURDLLURRURDD
618/2740(40 steps):DLURRRDLLLURDLDDRRURDDLLURDLLURRDRULURDD
619/3165(40 steps):LDDRUULDDRDDRDLLUURDRULDDLUUURDLDRRULDRD
620/3199(40 steps):RDLUUUURDRULDLDDRDRURDLUURDLUUURDDLURDDD
621/3355(40 steps):RRRRDDLULLDLUURDLURULDRURDRDLURRDLULDRRD
622/3252(40 steps):RULURRRRDLDRUUULDLURDDLUURDRDLDRULURDLDR
623/1698(40 steps):DLLURRDLDDRDLLURULDDRUULDRUULURULDDDDRDR
624/3466(40 steps):RDRULURDRDDDLLUULURRDLUURDLLDDDRUULDDRRR
625/3304(40 steps):LUUULDDRUUUURDLDRULULLDDRRRULDLDRDLURDRD
626/3560(40 steps):DDRRULDLUUURURULLDRDDLUUURDDDDDRULLDRURD
627/2879(40 steps):URDDRRULDLULLDLUURDRULDDLUURDLDRURURRDRD
628/3658(40 steps):ULDRDLUURRRRDDLURULDLURDRULDLLLDRUURRDDR
629/2825(40 steps):RDLLUURDRUULUULDRDDLDRDLUUURRDLDRULLDRDR
630/3830(40 steps):RURDRURULLLDLDRRRURDLLULLURRRDLURRDLLDRR
631/3677(40 steps):LLDLUURURRRDDLLLDRRUUULDDLLDRRUULLDRRRDR
632/3993(40 steps):UURDLULDRDRRUULLULDRURDLDDLURRRDLLLURRRD
633/1462(40 steps):RDRDRUULLDLDLURRRDRDLUURDLDRUUULDLURDDRD
634/3801(40 steps):RDRRULLLDRDRULURRDLLDRRULURDDDLLLURURDRD
635/4084(40 steps):DDRUUULDDDRURULDLDRRURRDLURULDRDLLUURDRD
636/4090(40 steps):UUURDLUURDLDDRUULURDLDDRULDRDDLURRDLURDR
637/3925(40 steps):LDRRULDRDDLLUUURRDLLLURURDDLLUURRDDLDDRR
638/4(41 steps):ULDDRUULLDLURULULLDRURRDDDRDLLUURDRRDLURD
639/4968(40 steps):URDLULLDRUULDLULDRRDDLURRRUURDDLURULDRDD
640/4530(40 steps):DLURDDLDRDLLLUURULDRUURRDDDLULLDDRRRULDR
641/4248(40 steps):LUURURDDLDRURDLULLDRRRULLUURDDDLLLURRRRD
642/4772(40 steps):URRULLLLDRRURDDLURULLDLURDRDRURDLLURURDD
643/4556(40 steps):URRDRDDLULURULLDRRULDRRULDDRUULDLDRURDDD
644/3654(40 steps):RDDLURDRRRUUULDDDLUURRDLDLULLDRRUURURDDD
645/1989(40 steps):LDLULURRDLULDRRDRUULLLDRRRRULDDRULLDRURD
646/3453(40 steps):URRUULDRULLLDDRRUURDLDDRULLLUURRDDDLURRD
647/4769(40 steps):DLURDDLURDLLLURURDLDRULLDRRULUULURDDRRDD
648/2291(40 steps):DLLUURULDRRULURDDLUURDDLLDDRRRRRULDLURRD
649/684(41 steps):LDDLDLULDRURDLLURULURDLDRDLURURRDDRUULDDR
650/438(41 steps):LURRDLLULDLDDRUURURRDLLLLDRDLUURURDLDDRRR
651/248(41 steps):DLULDDLUURDDLURRRRULLLLDRRRRDLLLUURRRDLDR
652/849(41 steps):RULULUUURDRULDDRULLDDRUULURDDRUULDLDDRDDR
653/4581(40 steps):LLURDDLUURRDDDLURULUURDLLURRDLLDDDRUURDD
654/826(41 steps):LDDDLLUURRRURDDDDRDLUULDLUUULLDDRDDRRRURD
655/994(41 steps):DLLLUURRRDDLLLUURRRDDLLLUURRRDDLLLUURRRDD
656/928(41 steps):RDRUURDLULDRURDLDLUURDDLLURRDDDRDLULDRURD
657/215(41 steps):DLUULDDRRRRULLURDLULDLDRURRDLLURRDLUURDRD
658/707(41 steps):LDRULLUURURDDLDLLURURDLDDRRUUULULLDDDRRRD
659/4960(40 steps):LURRDRRULLLDDLURULDDRURRULDRRULDDRUULDRD
660/1206(41 steps):DDRULURDLDLLULLURULDRDLURULDRRDLLURRRRRDD
661/1137(41 steps):URDRURULLDRULLDRULDDRRRULLDRULLDRRRUULDDR
662/1537(40 steps):URDDDDLURULDDRULUUULDRRDDLUUURDDLULDRDRD
663/260(41 steps):RDLUURDDRDLLDLUURUURRDDLUULLDDDRRULLDDRRR
664/1202(41 steps):URUULLDDRDLUUUURRDLLURDDDRUULDDRULDLURDDR
665/1205(41 steps):LLDRRRDLLLURDRULDRRULULLDDRURURDDLUULDRRD
666/1274(41 steps):URDRDRDRRUULLLLLDRRRUURDRDDLLUUURDRULDRDD
667/851(41 steps):LURDRRRUULLLLDRDRURRULDDLUULLDRDRRRUULDRD
668/797(41 steps):ULDRRURULLLDRDRDRULUURDDDLULLULDRRUURRDDD
669/1483(41 steps):LDLURDLDDRUUUULDDRULDDDRRUUUULDRDDLDLURDR
670/1171(41 steps):LDDRRUULLUURDDRDDLLUUURDLURRDDDLLUUURRDDD
671/1627(41 steps):LDLDDRDLURULDRURDDLDRUULURUULLDDDDRUURDDD
672/1232(41 steps):LURULDRDLUURDLURRDRRDLUURDLULDRDRUULLDRRD
673/2927(40 steps):UULDLURDRUUULLDDDRURDDLULUUURRDDDLLURRDD
674/1836(41 steps):LULLDDLUULDRURDLULDRRRRURDDLUULDRRULLDRDR
675/1953(41 steps):DRURDLLUURDRULUUULDRURDDLURDDDLLURDDLURRD
676/2127(41 steps):LDLLURDRRULLURRDLLLURRDDLULDRUUURDRULDRDD
677/364(41 steps):DDLUULDLLDRRRRRULLLDRUULDDLURDLLURDRRRURD
678/2236(41 steps):DRUUULLLLDDDLURULDRDRDLLUUURURRDRRDLLDRDR
679/1415(41 steps):LULURDRUURULDDLLDRRDLLURDRRUUULURDLDLDRRD
680/2311(41 steps):LURDDLLLLLURRULDLURDDLURDRULDLURRDRRUURDD
681/2540(41 steps):LDDRRDLLURULUUURRDDDDDLURDRULDLUURULDRDRD
682/2341(41 steps):DLLURRDDRDLULDRRRULLDLLURULURDRULDLDRRRDR
683/4497(40 steps):URDDDDLLUUURULDRDRDDLULDRUURUULLDDRURDDD
684/2771(41 steps):ULULDRULLDLDRRURDLULDRUULDLURRDLLDRRRURRD
685/2579(41 steps):UURDLDDRRUUUULDRULLDRDLUURDRDLLDDRUULDDRR
686/2646(41 steps):ULURDRURDLLLLDRULURDDLULURRRRDRULDLDRURDD
687/2100(41 steps):RDLDRRDRURDLUURDDLULDRRULLUULDDLUURRDRRDD
688/2683(41 steps):DRUURDRRULDDLUURDDRULDLURDLLURDLLURRRURDD
689/2296(41 steps):RURDDLDLDRRUULURDLDLUUURDLDRULURDRDDDLURD
690/2595(41 steps):DLDRURULLDRRULLLLDRRULDRDLULDRRURRULLDRRD
691/3156(40 steps):LDRULLDRRULDDLDDRRULDLUUUURDLDRUULDRDDRD
692/2577(40 steps):LLLLLDRDLURRULLDDRUURDRRRULLDRURDLLURDDR
693/3289(41 steps):DRULURURDLDLUURDDLUUURDLDRRRULULDDDLDRRRD
694/3415(41 steps):RULDDDDDLULDLUULDRDLUURDDRRRULLLLDRRURRRD
695/3544(41 steps):RULDLURRDDLUURDDLDLDDRULURDRULDRDLULDRURD
696/2967(41 steps):LDRURURULULLDRRULDLURDDDRDRUULDLLURRURDDD
697/3568(41 steps):LULDDRRDRDRULLDLLURRDLLURULDRDLURRDRRULDR
698/3477(41 steps):UURDDLDRDLURULLDRDLURUURULDLDDRDLLUURDDRR
699/3751(41 steps):RDLDRULLLUUURURDDDRDDLLURUUURULDLLDDDRRDR
700/3460(41 steps):LDDRULULDLDLURDRULURDDLLURURRRDLDRRUULDRD
701/3642(41 steps):ULURRDDRDDLLLURURULDRDDLULDRRRUUULLDRDRRD
702/3909(41 steps):DDLDRULURDRUULDRDDLLUURRDDDLLUURDRDLLURDR
703/4374(41 steps):URDLDRRDLUURULLDDDRURRULLDRDRUULLLDRURDDR
704/4425(41 steps):LURDDRRULURDLDLDLUURDLUURRDDLDLDRULURDDRR
705/3713(41 steps):ULULDLDRURDLDRULUURDDLULDDRRRULDLULURRDRD
706/3637(41 steps):RDLLUURDDRULDDLUURULDDRULURDDDDDRULLURDDR
707/4815(41 steps):RDDLULULDDLUURDDRURURDDLLULURRRDLLLURDDRR
708/4606(41 steps):ULDDLURRRDLLURRDLUURDDLLLDRULUURRDLDDRDRR
709/4308(41 steps):LDRRRUURDDLDRULUULDLDDRRULLURRDRUULLDRRDD
710/4847(41 steps):URDLLLURRDLLURRRDRRDDLLLUULURDRULLDRDDRRR
711/20(42 steps):DRDDLUULDDLUURRULLDDRRULLDRDRURDLUUUURDDDD
712/4651(41 steps):DLLURUULLDDRRDLUUULDRURRDLDDRUULLDRULDDRR
713/98(42 steps):LLUURRRRDDLLLLUURRULDRURDRDDLLLLUUURDRRDDR
714/81(42 steps):UURRDDLUULURRDLUURDDDLLDRULUURURDDLLURRDDD
715/2651(41 steps):DDDRDDRULURDDLUURUUULLDDRRDDLULUUURRDDDDD
716/4520(41 steps):LURULLDDLURRDDLULURRULDDRDRUULLDDRUUURDDD
717/4914(41 steps):DDRUULDLLDLURDRRULLLDRUULURRDLULDDRRDRURD
718/197(42 steps):LDRRDLLURDRRRRULLLDRULURRRDLLULLDDRRUURRDD
719/4944(41 steps):LULLURRDLULDRDLDRURDLLURRURDDLUUULLDDRDRR
720/454(42 steps):URRDDRUUULDRDLLURRULDDLLDRUULDDRUULDDRRURD
721/3567(41 steps):RDLULDRURDLURRDDDLLLUURRRDLURDDLUULLDDRRR
722/183(42 steps):UUULDLDDRRUUULDLURDRDDDLULUUURRDDDDDLUURDD
723/255(42 steps):RURDRULLLDLURRDRRDLLLLURRRDLURULDRDLLURRRD
724/521(42 steps):LUURDDRUULDRULLDDDRUULDDRURULULDDRULDDRURD
725/732(42 steps):RDRRUULLLLDRURDLDRRRUULLDLLURRDDLUULDRRDRR
726/4114(41 steps):UULDRDRDLLURRDLLUURRRDLLLURULDRDRDRUULDRD
727/532(42 steps):LDDLUURRDLLDDRRUULLDRDRDLULUUURULDDRURDDDD
728/817(42 steps):DLURDRUUUULULLLDRDRDDLUUUURRRDDDLLDLURRDRD
729/447(42 steps):ULURULDLLDLDRURRULLULDRURDRRDDLUURDLUURDDD
730/857(42 steps):ULDDRDLURULDLDRURUULLDDRURUULDLDRULURDRDDD
731/558(42 steps):URRDLDLLUURDRRRULLLDDRRRULLDRULDLLUURRDDRR
732/954(42 steps):LDRURDLLURRDDLLURRDDDLDLUURDDLURRDLURULDRD
733/4775(41 steps):LLLDLDDRRRURDLLLLUURURRRDRULDDDLULDDRURDR
734/1066(42 steps):RULDRDRRUUUULLLDDDRDRRUULLULURRRDDLLLDRDRR
735/882(42 steps):RDDLULLDRDRUULDRRULULDDRULLURRDRULDLLDRRRD
736/592(42 steps):RRRDLLUULUURRDLURRDLULDRRULDLDDLUURDLDRRRD
737/4469(41 steps):RUUURDLDLUURDRULDLURULDDDDRRDLLURRDLULDRR
738/219(42 steps):DRULDDRURDLULDRRRURULDRDLLURRDLURDRULDDDRD
739/1053(42 steps):LULURULDDRURDDLULURRDLUUULDRRULDLURDRDLDRD
740/868(42 steps):DDDLDRUULLDLDRUULDRRUULDLURULDDRRULURDRDDD
741/1272(42 steps):ULLURRDLLDRRULLLDRULLDRRRUULDLDRULLDRURDRR
742/363(42 steps):ULLURDRRRULLLLDRURDRRULLDLLURRRDDRULLDRURD
743/1324(42 steps):LLDRUULDDRULURRRRRDDLLUULDLULDRRRRULDDRURD
744/1552(42 steps):LUULDRURDRDLLLURDRULURDRULLLDRDRURDDLLURDR
745/1454(42 steps):LURDRULLDRURRDRRULLDRRULDLURURDLUUULDDDRDR
746/1739(42 steps):LDRUUULLLDDRULDDRUUULDDDRRURRULDLURDDLURRD
747/1621(42 steps):DDLLLULUURULDRRDRRULLDRRULLDRUULLLDDDRDRRR
748/1486(42 steps):URDDDDLLUUURDRDDLLUUURURULDLURRDDDLULDDDRR
749/3244(41 steps):DDRULDLLUURDRUULDDRULUULURDDRDDRDLULLDRRR
750/2125(42 steps):LDRDLLLLUUURDDDRURUULLLURRDLDLURDDDRRUURDD
751/1252(42 steps):ULLDLDLURRDLLURURRDRRDLLLULURDRULDLDRRURRD
752/2158(42 steps):UURRUUULDDRULURDDDDLLUURDDLURDDLUURRDDLURD
753/2365(42 steps):LULDDLURULDDLUURRDDLUURRRDDRULLLURRDLURDDR
754/2259(42 steps):RURDLLURDLLURRDLDRURDLULDRDRULURDLLURURDDD
755/831(42 steps):DDDDRRULDLUUURRULULDRDLUURRDLURDDLDDDRULDR
756/2149(42 steps):DLURRDRDLUUULURDDRDDLLLURDLUUURULDRRDLDRRD
757/2442(42 steps):RRUULDLURRURDLDDRRUULLDDLLURDRRRUULLURDRDD
758/2313(42 steps):DDRULDDDRRULLDRUUULLDDDRRRUUUULDLURDDRDLDR
759/1950(42 steps):LDDRULLURRDDLULUURURDDLUURDLDLDDRURUULDDRD
760/2393(42 steps):DRRULUULDRURRDDDLULURURDDLUULDRRULLLDDRRDR
761/2197(42 steps):DDRUUURRDRULLDDRURDDLLUURDLLLURULDRURDDRRD
762/2275(42 steps):RULLDRDRUULDDDDLURRDLLURRDLURULULURRDDLDRD
763/2364(42 steps):URULDDLDDDRULURRDDLLUUUUURRDDLURULDRDDLDRD
764/2687(42 steps):DRDDRULDLURRDLURULULDDRUULDDRRDRDDLLLURDRR
765/2064(42 steps):UURRDDLLUUURRDLULDDDRRUUULLDDDRRUUULLDRRDD
766/3730(41 steps):DRRDLLUUURDDDLUUURDLDRDRUULDRURDLDRUULDDR
767/1926(42 steps):DDDRRRULLULDRULURRRULDLURRDLULDDDRDLLURRRD
